ACCT_ID,FIRST_YR_CUSTOMER,COUNTRY,ACCT_MGR_STATUS,ACCT_REVENUE_CAT,ACCT_EMPLOYEE_CAT,ACCT_TYPE,NPS_SCORE_2015,NPS_SCORE_2016,MEDICAL_REVENUE_2015,SCIENTIFIC_REVENUE_2015,TECHNICAL_REVENUE_2015,MEDICAL_REVENUE_2016,SCIENTIFIC_REVENUE_2016,TECHNICAL_REVENUE_2016,MEDICAL_NO_SESSIONS_2015,SCIENTIFIC_NO_SESSIONS_2015,TECHNICAL_NO_SESSIONS_2015,MEDICAL_NO_SESSIONS_2016,SCIENTIFIC_NO_SESSIONS_2016,TECHNICAL_NO_SESSIONS_2016,USERS_2015,USERS_2016,STATUS
23475916,2015,UNITED STATES,SENIOR MANAGER,$500m-$1bn,501 - 1000 employees,Research,,,264.0,,,,,239.4,18.0,,,,,60.0,6.0,6.0,Active
23545437,2015,UNITED STATES,SENIOR MANAGER,$20-$50m,51 - 100 employees,Research,,9.0,57.0,38.0,47.5,,79.8,98.7,,,3.0,,4.0,1.0,1.0,2.0,Active
23572157,2015,RUSSIA,SENIOR MANAGER,$20-$50m,51 - 100 employees,Academic,7.0,,264.0,192.0,,277.2,,239.4,114.0,36.0,,72.0,,113.0,6.0,6.0,Active
23621069,2015,RUSSIA,MANAGER,$500m-$1bn,1001 - 5000 employees,Research,,,57.0,38.0,47.5,117.6,,98.7,8.0,4.0,3.0,67.0,,12.0,1.0,2.0,Active
23665589,2015,BELGIUM,MANAGER,$50-$100m,100 - 500 employees,Academic,,,,,50.0,,42.0,,,,13.0,,1.0,,1.0,1.0,Active
23699121,2015,BELGIUM,MANAGER,$1bn+,1001 - 5000 employees,Research,6.0,,300.0,200.0,,,,,7.0,3.0,,,,,5.0,,Canceled
23722837,2015,UNITED KINGDOM,SENIOR MANAGER,$1bn+,5000+ employees,Research,,,,,50.0,,113.4,,,,11.0,,51.0,,1.0,3.0,Active
23736696,2015,IRELAND,BOARD DIRECTOR,$1bn+,1001 - 5000 employees,Research,,,57.0,38.0,47.5,63.0,42.0,,1.0,3.0,4.0,5.0,29.0,,1.0,1.0,Active
23758488,2015,FRANCE,MANAGER,Less than $20m,11 - 50 employees,Corporate,5.0,,57.0,38.0,47.5,,42.0,52.5,1.0,1.0,1.0,,17.0,1.0,1.0,1.0,Active
23774036,2015,UNITED KINGDOM,MANAGER,$20-$50m,51 - 100 employees,Academic,10.0,5.0,60.0,,,163.8,,,11.0,,,72.0,,,1.0,3.0,Active
23815122,2015,IRELAND,HEAD OF FUNCTION,$500m-$1bn,1001 - 5000 employees,Research,,,57.0,38.0,47.5,117.6,79.8,,2.0,3.0,,13.0,12.0,,1.0,2.0,Active
23850960,2015,SPAIN,DIRECTOR OF FUNCTION,Less than $20m,0 - 10 employees,Academic,10.0,,,,94.0,163.8,,,,,24.0,75.0,,,2.0,3.0,Active
23863818,2015,NETHERLANDS,BOARD DIRECTOR,$50-$100m,100 - 500 employees,Academic,10.0,,300.0,200.0,,,,239.4,1.0,133.0,,,,192.0,5.0,6.0,Active
23871804,2015,SPAIN,DIRECTOR OF FUNCTION,$20-$50m,11 - 50 employees,Corporate,,,156.0,108.0,,,142.8,,21.0,29.0,,,172.0,,3.0,4.0,Active
23872466,2015,IRELAND,HEAD OF FUNCTION,Less than $20m,0 - 10 employees,Academic,,,,,228.0,,,239.4,,,54.0,,,138.0,6.0,6.0,Active
23886690,2015,BELGIUM,SENIOR MANAGER,$20-$50m,11 - 50 employees,Corporate,7.0,,57.0,38.0,47.5,111.72,75.81,93.77,8.0,3.0,3.0,25.0,23.0,4.0,1.0,2.0,Active
23915744,2015,SPAIN,MANAGER,Less than $20m,11 - 50 employees,Research,,,,,50.0,117.6,,,,,1.0,64.0,,,1.0,2.0,Active
23934058,2015,GERMANY,BOARD DIRECTOR,Less than $20m,0 - 10 employees,Academic,,4.0,57.0,38.0,47.5,,79.8,98.7,4.0,19.0,6.0,,21.0,32.0,1.0,2.0,Active
23942206,2015,UNITED STATES,HEAD OF FUNCTION,$100-$500m,100 - 500 employees,Academic,9.0,,112.0,76.0,,,,,18.0,11.0,,,,,2.0,,Canceled
24117288,2015,NETHERLANDS,MANAGER,$20-$50m,11 - 50 employees,Academic,,,60.0,40.0,,,,,1.0,13.0,,,,,1.0,,Canceled
24154992,2015,SPAIN,BOARD DIRECTOR,$500m-$1bn,1001 - 5000 employees,Academic,,9.0,192.0,,,,,239.4,64.0,,,,,216.0,4.0,6.0,Active
24183080,2015,RUSSIA,BOARD DIRECTOR,$1bn+,5000+ employees,Academic,,,,136.0,164.0,,,,,52.0,3.0,,,,4.0,,Canceled
24190799,2015,BELGIUM,BOARD DIRECTOR,$100-$500m,100 - 500 employees,Academic,6.0,,,192.0,228.0,,201.6,239.4,,56.0,15.0,,111.0,116.0,6.0,6.0,Active
24231090,2015,UNITED STATES,MANAGER,$1bn+,5000+ employees,Corporate,,,,,94.0,117.6,,,,,,76.0,,,2.0,2.0,Active
24240431,2015,UNITED STATES,BOARD DIRECTOR,Less than $20m,0 - 10 employees,Academic,,,57.0,38.0,47.5,59.85,39.9,49.88,33.0,1.0,,34.0,2.0,5.0,1.0,1.0,Active
24260981,2015,GERMANY,SENIOR MANAGER,$500m-$1bn,501 - 1000 employees,Academic,,0.0,60.0,,,,113.4,,15.0,,,,6.0,,1.0,3.0,Active
24271134,2015,NETHERLANDS,MANAGER,$100-$500m,100 - 500 employees,Academic,,,57.0,38.0,47.5,117.6,79.8,,8.0,,,10.0,5.0,,1.0,2.0,Active
24406099,2015,UNITED STATES,DIRECTOR OF FUNCTION,Less than $20m,11 - 50 employees,Corporate,,,60.0,,,163.8,,,9.0,,,21.0,,,1.0,3.0,Active
24433266,2015,NETHERLANDS,HEAD OF FUNCTION,$20-$50m,51 - 100 employees,Research,,,,,228.0,,201.6,,,,78.0,,222.0,,6.0,6.0,Active
24464970,2015,FRANCE,SENIOR MANAGER,$100-$500m,100 - 500 employees,Research,3.0,5.0,57.0,38.0,47.5,111.72,75.81,93.77,1.0,15.0,5.0,32.0,13.0,,1.0,2.0,Active
24572256,2015,NETHERLANDS,BOARD DIRECTOR,$1bn+,1001 - 5000 employees,Research,,,57.0,38.0,47.5,,42.0,52.5,5.0,7.0,7.0,,5.0,38.0,1.0,1.0,Active
24596270,2015,NETHERLANDS,SENIOR MANAGER,$50-$100m,100 - 500 employees,Research,7.0,,,,228.0,,201.6,,,,72.0,,156.0,,6.0,6.0,Active
24648435,2015,SPAIN,BOARD DIRECTOR,$50-$100m,51 - 100 employees,Corporate,,1.0,,192.0,228.0,277.2,,239.4,,39.0,56.0,53.0,,36.0,6.0,6.0,Active
24713883,2015,GERMANY,SENIOR MANAGER,$20-$50m,51 - 100 employees,Research,,8.0,264.0,192.0,,277.2,201.6,,5.0,6.0,,23.0,48.0,,6.0,6.0,Active
24859616,2015,SPAIN,MANAGER,Less than $20m,11 - 50 employees,Research,,,192.0,,,,210.0,,64.0,,,,150.0,,4.0,5.0,Active
24861259,2015,SPAIN,SENIOR MANAGER,$1bn+,1001 - 5000 employees,Corporate,10.0,,,,228.0,,201.6,,,,36.0,,156.0,,6.0,6.0,Active
24887611,2015,BELGIUM,HEAD OF FUNCTION,$100-$500m,100 - 500 employees,Research,,8.0,57.0,38.0,47.5,155.61,107.73,131.67,19.0,11.0,3.0,17.0,18.0,11.0,1.0,3.0,Active
24925190,2015,IRELAND,DIRECTOR OF FUNCTION,$50-$100m,100 - 500 employees,Corporate,8.0,,,,164.0,,,172.2,,,152.0,,,164.0,4.0,4.0,Active
24958244,2015,NETHERLANDS,HEAD OF FUNCTION,$50-$100m,100 - 500 employees,Research,,,,40.0,50.0,,,,,4.0,6.0,,,,1.0,,Canceled
24969269,2015,RUSSIA,DIRECTOR OF FUNCTION,$500m-$1bn,1001 - 5000 employees,Research,9.0,3.0,,,228.0,,,239.4,,,72.0,,,12.0,6.0,6.0,Active
24981858,2015,UNITED STATES,MANAGER,Less than $20m,11 - 50 employees,Corporate,,9.0,,136.0,164.0,,142.8,,,111.0,24.0,,140.0,,4.0,4.0,Active
25008083,2015,FRANCE,SENIOR MANAGER,$100-$500m,501 - 1000 employees,Academic,,,60.0,,,,,,16.0,,,,,,1.0,,Canceled
25038960,2015,NETHERLANDS,BOARD DIRECTOR,$100-$500m,100 - 500 employees,Corporate,9.0,,,136.0,164.0,,210.0,,,12.0,,,100.0,,4.0,5.0,Active
25149768,2015,NETHERLANDS,MANAGER,$1bn+,5000+ employees,Corporate,,,,40.0,50.0,,,,,4.0,,,,,1.0,,Canceled
25250829,2015,NETHERLANDS,BOARD DIRECTOR,$500m-$1bn,1001 - 5000 employees,Corporate,9.0,,57.0,38.0,47.5,59.85,39.9,49.88,12.0,,,26.0,,4.0,1.0,1.0,Active
25257697,2015,UNITED STATES,MANAGER,Less than $20m,11 - 50 employees,Research,,10.0,192.0,136.0,,201.6,142.8,,11.0,72.0,,126.0,33.0,,4.0,4.0,Active
25303397,2015,SPAIN,MANAGER,$1bn+,5000+ employees,Academic,7.0,,,,50.0,163.8,,,,,11.0,69.0,,,1.0,3.0,Active
25333726,2015,UNITED KINGDOM,HEAD OF FUNCTION,Less than $20m,11 - 50 employees,Corporate,9.0,,57.0,38.0,47.5,163.8,113.4,,2.0,1.0,,27.0,5.0,,1.0,3.0,Active
25335115,2015,IRELAND,DIRECTOR OF FUNCTION,$1bn+,1001 - 5000 employees,Academic,,,,,164.0,,201.6,,,,56.0,,36.0,,4.0,6.0,Active
25395166,2015,RUSSIA,MANAGER,$100-$500m,100 - 500 employees,Corporate,,,60.0,,,63.0,,,5.0,,,12.0,,,1.0,1.0,Active
25505671,2015,SPAIN,HEAD OF FUNCTION,$50-$100m,100 - 500 employees,Academic,,9.0,57.0,38.0,47.5,,42.0,52.5,1.0,11.0,4.0,,19.0,7.0,1.0,1.0,Active
25531421,2015,UNITED STATES,SENIOR MANAGER,$20-$50m,51 - 100 employees,Academic,,,156.0,,,315.0,,,63.0,,,80.0,,,3.0,5.0,Active
25533000,2015,FRANCE,HEAD OF FUNCTION,$500m-$1bn,501 - 1000 employees,Academic,,,,40.0,50.0,,,,,,1.0,,,,1.0,,Canceled
25549017,2015,SPAIN,MANAGER,$500m-$1bn,501 - 1000 employees,Corporate,,,192.0,,,315.0,,,12.0,,,190.0,,,4.0,5.0,Active
25572703,2015,GERMANY,DIRECTOR OF FUNCTION,$50-$100m,100 - 500 employees,Research,,,264.0,,,,201.6,,6.0,,,,96.0,,6.0,6.0,Active
25588570,2015,UNITED KINGDOM,SENIOR MANAGER,$500m-$1bn,1001 - 5000 employees,Research,,,,,50.0,,,,,,19.0,,,,1.0,,Canceled
25590956,2015,NETHERLANDS,SENIOR MANAGER,$1bn+,1001 - 5000 employees,Academic,,,57.0,38.0,47.5,111.72,75.81,93.77,6.0,3.0,1.0,11.0,,2.0,1.0,2.0,Active
25609069,2015,IRELAND,BOARD DIRECTOR,Less than $20m,0 - 10 employees,Academic,9.0,3.0,192.0,136.0,,,201.6,,42.0,14.0,,,54.0,,4.0,6.0,Active
25627538,2015,UNITED STATES,MANAGER,$1bn+,1001 - 5000 employees,Research,,,,,94.0,,,98.7,,,40.0,,,32.0,2.0,2.0,Active
25720299,2015,IRELAND,HEAD OF FUNCTION,$100-$500m,501 - 1000 employees,Research,,10.0,57.0,38.0,47.5,155.61,107.73,131.67,5.0,7.0,6.0,22.0,13.0,14.0,1.0,3.0,Active
25722012,2015,UNITED KINGDOM,DIRECTOR OF FUNCTION,Less than $20m,0 - 10 employees,Academic,,,,,50.0,,79.8,,,,9.0,,40.0,,1.0,2.0,Active
25744614,2015,BELGIUM,DIRECTOR OF FUNCTION,Less than $20m,0 - 10 employees,Research,,,60.0,,,,,,16.0,,,,,,1.0,,Canceled
25766733,2015,UNITED STATES,SENIOR MANAGER,$50-$100m,51 - 100 employees,Academic,10.0,,60.0,,50.0,117.6,79.8,,2.0,,,5.0,,,1.0,2.0,Active
25803602,2015,UNITED STATES,HEAD OF FUNCTION,$1bn+,1001 - 5000 employees,Research,10.0,,,40.0,50.0,,,,,12.0,1.0,,,,1.0,,Canceled
25806208,2015,NETHERLANDS,HEAD OF FUNCTION,$1bn+,1001 - 5000 employees,Academic,10.0,9.0,192.0,136.0,,315.0,,262.5,19.0,92.0,,6.0,,3.0,4.0,5.0,Active
25846078,2015,IRELAND,DIRECTOR OF FUNCTION,$1bn+,5000+ employees,Research,,8.0,,200.0,250.0,277.2,,,,26.0,68.0,228.0,,,5.0,6.0,Active
25846458,2015,IRELAND,BOARD DIRECTOR,Less than $20m,11 - 50 employees,Academic,,,60.0,40.0,,,,,1.0,4.0,,,,,1.0,,Canceled
25851367,2015,RUSSIA,SENIOR MANAGER,$100-$500m,501 - 1000 employees,Corporate,8.0,,60.0,,50.0,,,98.7,2.0,,33.0,,,20.0,1.0,2.0,Active
25887258,2015,UNITED STATES,MANAGER,$1bn+,5000+ employees,Corporate,,,60.0,40.0,,,,,1.0,4.0,,,,,1.0,,Canceled
25954152,2015,GERMANY,DIRECTOR OF FUNCTION,$50-$100m,51 - 100 employees,Corporate,,,,,250.0,,210.0,,,,85.0,,210.0,,5.0,5.0,Active
26026291,2015,UNITED KINGDOM,BOARD DIRECTOR,$100-$500m,501 - 1000 employees,Corporate,,,,,50.0,,,98.7,,,9.0,,,32.0,1.0,2.0,Active
26038339,2015,UNITED STATES,DIRECTOR OF FUNCTION,$20-$50m,11 - 50 employees,Corporate,,7.0,60.0,,,117.6,,,11.0,,,22.0,,,1.0,2.0,Active
26152192,2015,UNITED STATES,MANAGER,$50-$100m,51 - 100 employees,Research,,,,40.0,50.0,,,,,18.0,,,,,1.0,,Canceled
26173176,2015,UNITED KINGDOM,HEAD OF FUNCTION,$1bn+,5000+ employees,Research,,7.0,,136.0,164.0,277.2,,,,15.0,24.0,36.0,,,4.0,6.0,Active
26193246,2015,FRANCE,HEAD OF FUNCTION,$1bn+,1001 - 5000 employees,Research,,9.0,,200.0,250.0,277.2,,,,4.0,10.0,96.0,,,5.0,6.0,Active
26217184,2015,RUSSIA,SENIOR MANAGER,$500m-$1bn,1001 - 5000 employees,Corporate,10.0,,,,50.0,,,,,,12.0,,,,1.0,,Canceled
26266781,2015,GERMANY,SENIOR MANAGER,$50-$100m,51 - 100 employees,Academic,,,57.0,38.0,47.5,111.72,75.81,93.77,2.0,6.0,3.0,8.0,1.0,21.0,1.0,2.0,Active
26279339,2015,UNITED STATES,SENIOR MANAGER,$1bn+,1001 - 5000 employees,Academic,10.0,,105.28,71.44,88.36,117.6,,98.7,34.0,1.0,,1.0,,12.0,2.0,2.0,Active
26332517,2015,FRANCE,SENIOR MANAGER,$500m-$1bn,501 - 1000 employees,Research,,9.0,,136.0,164.0,,142.8,172.2,,30.0,81.0,,12.0,3.0,4.0,4.0,Active
26355807,2015,SPAIN,MANAGER,$1bn+,5000+ employees,Research,,,60.0,40.0,,,,,,10.0,,,,,1.0,,Canceled
26431100,2015,UNITED STATES,BOARD DIRECTOR,$100-$500m,501 - 1000 employees,Corporate,5.0,,,192.0,228.0,,,239.4,,164.0,63.0,,,48.0,6.0,6.0,Active
26432012,2015,GERMANY,BOARD DIRECTOR,$1bn+,1001 - 5000 employees,Academic,7.0,,57.0,38.0,47.5,111.72,75.81,93.77,10.0,2.0,15.0,6.0,42.0,7.0,1.0,2.0,Active
26462116,2015,UNITED STATES,DIRECTOR OF FUNCTION,$20-$50m,51 - 100 employees,Academic,,,,200.0,250.0,,,,,32.0,8.0,,,,5.0,,Canceled
26536983,2015,BELGIUM,SENIOR MANAGER,$50-$100m,100 - 500 employees,Academic,9.0,,57.0,38.0,47.5,117.6,,98.7,3.0,,3.0,13.0,,22.0,1.0,2.0,Active
26554116,2015,UNITED STATES,HEAD OF FUNCTION,$20-$50m,51 - 100 employees,Research,7.0,,,,50.0,,113.4,,,,,,117.0,,1.0,3.0,Active
26558239,2015,FRANCE,DIRECTOR OF FUNCTION,$500m-$1bn,501 - 1000 employees,Research,7.0,,60.0,40.0,,,,,8.0,5.0,,,,,1.0,,Canceled
26589302,2015,UNITED STATES,SENIOR MANAGER,$100-$500m,100 - 500 employees,Research,,,105.28,71.44,88.36,110.54,75.01,92.78,3.0,,,5.0,20.0,15.0,2.0,2.0,Active
26606880,2015,NETHERLANDS,BOARD DIRECTOR,$1bn+,5000+ employees,Research,,,,,50.0,163.8,,,,,17.0,84.0,,,1.0,3.0,Active
26607651,2015,FRANCE,MANAGER,$500m-$1bn,501 - 1000 employees,Academic,,9.0,,136.0,164.0,201.6,142.8,,,26.0,29.0,9.0,30.0,,4.0,4.0,Active
26609778,2015,UNITED STATES,MANAGER,Less than $20m,11 - 50 employees,Academic,,,,40.0,50.0,,,,,13.0,,,,,1.0,,Canceled
26631716,2015,UNITED KINGDOM,DIRECTOR OF FUNCTION,$20-$50m,11 - 50 employees,Corporate,,,264.0,,,277.2,,,84.0,,,54.0,,,6.0,6.0,Active
26638621,2015,UNITED KINGDOM,HEAD OF FUNCTION,$1bn+,1001 - 5000 employees,Corporate,,7.0,60.0,,,,,98.7,22.0,,,,,56.0,1.0,2.0,Active
26648584,2015,IRELAND,MANAGER,$500m-$1bn,1001 - 5000 employees,Corporate,,,60.0,,,,,,3.0,,,,,,1.0,,Canceled
26756765,2015,UNITED KINGDOM,BOARD DIRECTOR,$500m-$1bn,1001 - 5000 employees,Academic,,,60.0,,,,,138.6,13.0,,,,,57.0,1.0,3.0,Active
26801760,2015,UNITED KINGDOM,SENIOR MANAGER,$100-$500m,501 - 1000 employees,Academic,8.0,,60.0,,50.0,117.6,,98.7,1.0,,1.0,67.0,,6.0,1.0,2.0,Active
26827668,2015,SPAIN,DIRECTOR OF FUNCTION,Less than $20m,0 - 10 employees,Corporate,,,60.0,40.0,,,,,3.0,2.0,,,,,1.0,,Canceled
26946917,2015,UNITED STATES,MANAGER,$20-$50m,11 - 50 employees,Corporate,10.0,,,,50.0,,,,,,10.0,,,,1.0,,Canceled
26966997,2015,NETHERLANDS,MANAGER,$20-$50m,11 - 50 employees,Academic,,,300.0,,,277.2,,,35.0,,,60.0,,,5.0,6.0,Active
26975324,2015,UNITED KINGDOM,HEAD OF FUNCTION,$1bn+,5000+ employees,Research,,,57.0,38.0,47.5,111.72,75.81,93.77,7.0,20.0,6.0,22.0,,45.0,1.0,2.0,Active
27006354,2015,FRANCE,DIRECTOR OF FUNCTION,$50-$100m,51 - 100 employees,Academic,,,60.0,40.0,,,,,15.0,1.0,,,,,1.0,,Canceled
27010524,2015,UNITED STATES,HEAD OF FUNCTION,$50-$100m,100 - 500 employees,Corporate,,3.0,264.0,,,277.2,,,48.0,,,72.0,,,6.0,6.0,Active
27012495,2015,UNITED STATES,BOARD DIRECTOR,$100-$500m,100 - 500 employees,Corporate,,,57.0,38.0,47.5,155.61,107.73,131.67,1.0,,3.0,79.0,29.0,13.0,1.0,3.0,Active
27055312,2015,NETHERLANDS,DIRECTOR OF FUNCTION,$20-$50m,11 - 50 employees,Research,,,57.0,38.0,47.5,59.85,39.9,49.88,,,,22.0,19.0,3.0,1.0,1.0,Active
27099253,2015,BELGIUM,HEAD OF FUNCTION,$50-$100m,100 - 500 employees,Academic,7.0,,105.28,71.44,88.36,153.97,106.6,130.28,3.0,7.0,15.0,105.0,,2.0,2.0,3.0,Active
27108560,2015,UNITED STATES,BOARD DIRECTOR,$1bn+,5000+ employees,Research,,,,,50.0,,79.8,,,,10.0,,52.0,,1.0,2.0,Active
27135053,2015,UNITED KINGDOM,HEAD OF FUNCTION,$20-$50m,11 - 50 employees,Academic,,,57.0,38.0,47.5,59.85,39.9,49.88,9.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,Active
27160180,2015,UNITED KINGDOM,SENIOR MANAGER,Less than $20m,0 - 10 employees,Corporate,,,192.0,136.0,,277.2,,,84.0,7.0,,240.0,,,4.0,6.0,Active
27231662,2015,SPAIN,DIRECTOR OF FUNCTION,$50-$100m,51 - 100 employees,Corporate,,8.0,,,50.0,,42.0,,,,20.0,,21.0,,1.0,1.0,Active
27244374,2015,BELGIUM,HEAD OF FUNCTION,$50-$100m,100 - 500 employees,Research,10.0,10.0,112.0,,,163.8,,,58.0,,,57.0,,,2.0,3.0,Active
27320763,2015,SPAIN,HEAD OF FUNCTION,Less than $20m,0 - 10 employees,Research,,,,40.0,50.0,,,,,,,,,,1.0,,Canceled
27325758,2015,NETHERLANDS,BOARD DIRECTOR,$1bn+,5000+ employees,Academic,,,,200.0,250.0,,,,,82.0,37.0,,,,5.0,,Canceled
27339350,2015,SPAIN,DIRECTOR OF FUNCTION,$20-$50m,51 - 100 employees,Academic,,3.0,60.0,,50.0,163.8,,,1.0,,6.0,6.0,,,1.0,3.0,Active
27340136,2015,NETHERLANDS,SENIOR MANAGER,$50-$100m,51 - 100 employees,Research,,,192.0,,,277.2,,,100.0,,,120.0,,,4.0,6.0,Active
27366115,2015,SPAIN,SENIOR MANAGER,$20-$50m,51 - 100 employees,Corporate,,,264.0,192.0,,277.2,,,33.0,56.0,,246.0,,,6.0,6.0,Active
27382410,2015,UNITED STATES,DIRECTOR OF FUNCTION,$50-$100m,51 - 100 employees,Research,,,,,50.0,63.0,,,,,16.0,38.0,,,1.0,1.0,Active
27413859,2015,SPAIN,BOARD DIRECTOR,$500m-$1bn,1001 - 5000 employees,Academic,1.0,,264.0,192.0,,277.2,,,150.0,47.0,,,,,6.0,6.0,Active
27419996,2015,UNITED STATES,HEAD OF FUNCTION,Less than $20m,0 - 10 employees,Academic,,,60.0,,50.0,,42.0,,10.0,,3.0,,30.0,,1.0,1.0,Active
27428301,2015,SPAIN,MANAGER,$50-$100m,51 - 100 employees,Corporate,,,,136.0,164.0,,201.6,239.4,,11.0,24.0,,53.0,168.0,4.0,6.0,Active
27428506,2015,UNITED STATES,HEAD OF FUNCTION,$100-$500m,100 - 500 employees,Academic,,,57.0,38.0,47.5,163.8,,138.6,10.0,,,69.0,,47.0,1.0,3.0,Active
27431461,2015,RUSSIA,MANAGER,$1bn+,5000+ employees,Academic,,,60.0,,,,79.8,,33.0,,,,4.0,,1.0,2.0,Active
27451371,2015,SPAIN,MANAGER,$100-$500m,100 - 500 employees,Corporate,,,192.0,136.0,,,210.0,262.5,56.0,23.0,,,91.0,68.0,4.0,5.0,Active
27475073,2015,SPAIN,SENIOR MANAGER,$500m-$1bn,501 - 1000 employees,Academic,8.0,,,136.0,164.0,,142.8,172.2,,4.0,19.0,,64.0,23.0,4.0,4.0,Active
27500694,2015,NETHERLANDS,BOARD DIRECTOR,$20-$50m,51 - 100 employees,Research,,,,,50.0,,42.0,,,,26.0,,29.0,,1.0,1.0,Active
27519224,2015,UNITED KINGDOM,BOARD DIRECTOR,$100-$500m,100 - 500 employees,Research,,,,40.0,50.0,,,,,10.0,4.0,,,,1.0,,Canceled
27542666,2015,UNITED STATES,SENIOR MANAGER,$1bn+,5000+ employees,Corporate,,,264.0,,,,,239.4,30.0,,,,,84.0,6.0,6.0,Active
27553697,2015,UNITED KINGDOM,BOARD DIRECTOR,$100-$500m,100 - 500 employees,Research,,,,,164.0,277.2,,,,,104.0,168.0,,,4.0,6.0,Active
27614738,2015,NETHERLANDS,MANAGER,$100-$500m,501 - 1000 employees,Academic,4.0,,192.0,,,,,172.2,72.0,,,,,132.0,4.0,4.0,Active
27662128,2015,SPAIN,MANAGER,$100-$500m,501 - 1000 employees,Academic,,0.0,60.0,,,,79.8,,28.0,,,,6.0,,1.0,2.0,Active
27700791,2015,GERMANY,MANAGER,$1bn+,1001 - 5000 employees,Academic,,,60.0,,,,,,12.0,,,,,,1.0,,Canceled
27771649,2015,RUSSIA,MANAGER,$500m-$1bn,1001 - 5000 employees,Research,,,60.0,,,,79.8,,8.0,,,,2.0,,1.0,2.0,Active
27773518,2015,IRELAND,DIRECTOR OF FUNCTION,$50-$100m,100 - 500 employees,Research,,,,192.0,228.0,,201.6,,,45.0,15.0,,138.0,,6.0,6.0,Active
27797758,2015,UNITED STATES,DIRECTOR OF FUNCTION,$100-$500m,100 - 500 employees,Academic,,,60.0,,,,,,12.0,,,,,,1.0,,Canceled
27946085,2015,GERMANY,DIRECTOR OF FUNCTION,$100-$500m,501 - 1000 employees,Corporate,6.0,,,,228.0,277.2,,,,,114.0,228.0,,,6.0,6.0,Active
27956749,2015,UNITED STATES,DIRECTOR OF FUNCTION,$50-$100m,100 - 500 employees,Academic,,,57.0,38.0,47.5,,79.8,98.7,3.0,13.0,,,49.0,12.0,1.0,2.0,Active
27987936,2015,UNITED STATES,BOARD DIRECTOR,$20-$50m,51 - 100 employees,Research,,,60.0,,50.0,,42.0,,18.0,,1.0,,40.0,,1.0,1.0,Active
28060464,2015,UNITED STATES,BOARD DIRECTOR,$20-$50m,11 - 50 employees,Academic,7.0,,,136.0,164.0,,,262.5,,2.0,13.0,,,65.0,4.0,5.0,Active
28156944,2015,IRELAND,HEAD OF FUNCTION,$1bn+,1001 - 5000 employees,Corporate,4.0,7.0,57.0,38.0,47.5,59.85,39.9,49.88,3.0,,6.0,5.0,,,1.0,1.0,Active
28179306,2015,UNITED STATES,DIRECTOR OF FUNCTION,$500m-$1bn,501 - 1000 employees,Corporate,,7.0,57.0,38.0,47.5,111.72,75.81,93.77,10.0,2.0,,34.0,,11.0,1.0,2.0,Active
28237834,2015,UNITED STATES,HEAD OF FUNCTION,$20-$50m,11 - 50 employees,Research,,,60.0,40.0,,,,,1.0,13.0,,,,,1.0,,Canceled
28310840,2015,NETHERLANDS,HEAD OF FUNCTION,Less than $20m,11 - 50 employees,Corporate,,,57.0,38.0,47.5,,113.4,138.6,1.0,3.0,3.0,,71.0,36.0,1.0,3.0,Active
28332127,2015,SPAIN,HEAD OF FUNCTION,$1bn+,5000+ employees,Academic,,10.0,264.0,192.0,,277.2,,,198.0,,,252.0,,,6.0,6.0,Active
28354876,2015,NETHERLANDS,SENIOR MANAGER,$50-$100m,51 - 100 employees,Corporate,,,264.0,192.0,,277.2,,239.4,127.0,112.0,,99.0,,68.0,6.0,6.0,Active
28385328,2015,SPAIN,DIRECTOR OF FUNCTION,$20-$50m,51 - 100 employees,Research,,,60.0,,50.0,,42.0,,2.0,,8.0,,21.0,,1.0,1.0,Active
28398774,2015,UNITED STATES,HEAD OF FUNCTION,$100-$500m,501 - 1000 employees,Academic,2.0,,60.0,,,,,,9.0,,,,,,1.0,,Canceled
28421224,2015,NETHERLANDS,BOARD DIRECTOR,Less than $20m,0 - 10 employees,Corporate,,10.0,60.0,,,163.8,,,8.0,,,63.0,,,1.0,3.0,Active
28442310,2015,NETHERLANDS,SENIOR MANAGER,$100-$500m,501 - 1000 employees,Academic,8.0,9.0,57.0,38.0,47.5,155.61,107.73,131.67,1.0,9.0,4.0,74.0,10.0,1.0,1.0,3.0,Active
28478655,2015,UNITED STATES,MANAGER,$20-$50m,51 - 100 employees,Research,,,57.0,38.0,47.5,155.61,107.73,131.67,3.0,,,44.0,60.0,29.0,1.0,3.0,Active
28494369,2015,UNITED KINGDOM,SENIOR MANAGER,$1bn+,5000+ employees,Corporate,,,300.0,200.0,,315.0,,262.5,7.0,52.0,,75.0,,50.0,5.0,5.0,Active
28503131,2015,RUSSIA,DIRECTOR OF FUNCTION,$1bn+,5000+ employees,Academic,,,60.0,,50.0,163.8,,,,,6.0,24.0,,,1.0,3.0,Active
28547200,2015,UNITED KINGDOM,MANAGER,$20-$50m,11 - 50 employees,Corporate,,,264.0,192.0,,,,239.4,10.0,37.0,,,,72.0,6.0,6.0,Active
28612968,2015,RUSSIA,SENIOR MANAGER,$50-$100m,100 - 500 employees,Corporate,,8.0,,,228.0,,201.6,,,,48.0,,210.0,,6.0,6.0,Active
