ACCT_ID,MEDICAL_REVENUE_2015,SCIENTIFIC_REVENUE_2015,TECHNICAL_REVENUE_2015,MEDICAL_REVENUE_2016,SCIENTIFIC_REVENUE_2016,TECHNICAL_REVENUE_2016
31585174,60,NA,50,NA,NA,138.6
31597882,105.28,71.44,88.36,153.97,106.6,130.28
31607150,57,38,47.5,59.85,39.9,49.88
31615256,237.6,172.8,205.2,277.2,NA,239.4
31620244,300,NA,NA,277.2,NA,NA
31630051,57,38,47.5,163.8,NA,138.6
31631327,60,NA,50,NA,79.8,NA
31631382,NA,NA,NA,NA,211.2,NA
31634202,NA,NA,NA,NA,44,55
31646570,NA,192,228,277.2,NA,NA
31673870,300,200,NA,315,NA,262.5
31676394,NA,NA,NA,NA,44,55
31676591,NA,NA,NA,62.7,41.8,52.25
31682900,156,NA,132,201.6,NA,172.2
31720386,105.28,71.44,88.36,153.97,106.6,130.28
31737682,NA,NA,NA,117.04,79.42,98.23
31744250,57,38,47.5,NA,42,52.5
31755042,60,NA,50,NA,42,52.5
31800628,NA,NA,NA,66,NA,55
31809294,264,NA,NA,NA,201.6,NA
31826246,112,NA,NA,NA,NA,172.2
31826610,300,NA,250,315,NA,NA
31835660,60,NA,50,63,NA,NA
31846955,57,38,47.5,163.8,NA,138.6
31847908,192,NA,164,201.6,142.8,NA
31849126,NA,136,164,201.6,NA,NA
31856196,NA,NA,NA,117.04,79.42,98.23
31858954,176.64,125.12,150.88,NA,NA,NA
31859071,237.6,172.8,205.2,249.48,181.44,215.46
31866033,105.28,71.44,88.36,163.8,113.4,NA
31871989,NA,NA,NA,66,NA,55
31910225,NA,NA,NA,62.7,41.8,52.25
31918479,57,38,47.5,NA,113.4,138.6
31922527,60,NA,NA,NA,42,NA
31971838,112,NA,NA,NA,NA,NA
31972825,57,38,47.5,117.6,NA,98.7
31984686,60,NA,50,63,NA,52.5
31994983,NA,NA,50,NA,NA,NA
32005886,NA,NA,NA,62.7,41.8,52.25
32008246,300,NA,250,NA,NA,239.4
32012233,NA,NA,NA,62.7,41.8,52.25
32028066,NA,NA,NA,NA,211.2,NA
32038166,NA,76,94,NA,NA,NA
32038903,192,136,NA,201.6,NA,172.2
32068480,60,NA,50,NA,42,NA
32068721,264,192,NA,NA,201.6,NA
32075655,60,NA,50,NA,79.8,NA
32083890,NA,NA,NA,NA,44,55
32087112,NA,NA,NA,62.7,41.8,52.25
32094504,60,NA,50,117.6,NA,98.7
32098022,NA,40,50,NA,NA,NA
32099976,145.08,100.44,122.76,NA,142.8,172.2
32118504,273,182,227.5,315,NA,262.5
32136153,60,NA,NA,NA,113.4,NA
32148087,60,40,NA,NA,NA,NA
32159600,57,38,47.5,111.72,75.81,93.77
32161828,60,NA,NA,NA,42,NA
32166895,NA,40,50,NA,NA,NA
32171693,60,NA,50,NA,42,NA
32179605,145.08,100.44,122.76,NA,NA,NA
32194747,192,NA,164,NA,210,NA
32199390,57,38,47.5,NA,NA,NA
32205329,57,38,47.5,117.6,NA,98.7
32211418,NA,NA,NA,NA,211.2,NA
32216808,NA,NA,NA,NA,44,55
32222643,57,38,47.5,155.61,107.73,131.67
32222689,NA,NA,NA,62.7,41.8,52.25
32234514,264,NA,228,277.2,201.6,NA
32242663,57,38,47.5,155.61,107.73,131.67
32262751,60,NA,NA,NA,42,NA
32263913,57,38,47.5,NA,NA,NA
32275407,NA,NA,NA,NA,211.2,NA
32276270,NA,NA,NA,NA,44,NA
32301564,NA,NA,NA,NA,44,NA
32302550,300,NA,250,NA,201.6,NA
32303130,57,38,47.5,NA,NA,NA
32304512,NA,200,250,277.2,NA,239.4
32318838,NA,NA,NA,62.7,41.8,52.25
32322094,57,38,47.5,59.85,39.9,49.88
32331104,NA,NA,228,NA,201.6,NA
32343897,156,NA,NA,NA,NA,NA
32344956,NA,NA,50,NA,42,NA
32347409,NA,NA,NA,62.7,41.8,52.25
32350127,105.28,71.44,88.36,110.54,75.01,92.78
32359184,57,38,47.5,NA,NA,NA
32363405,NA,NA,50,NA,42,NA
32374930,NA,NA,NA,NA,44,55
32381541,237.6,172.8,205.2,277.2,NA,239.4
32392527,NA,NA,NA,66,44,NA
32402089,57,38,47.5,111.72,75.81,93.77
32404525,NA,NA,NA,NA,44,NA
32405407,112,NA,NA,NA,NA,NA
32408724,105.28,71.44,88.36,NA,NA,NA
32424695,57,38,47.5,NA,42,52.5
32427364,192,NA,164,NA,210,NA
32430183,57,38,47.5,117.6,NA,98.7
32432022,NA,NA,NA,66,NA,NA
32450347,NA,NA,NA,66,NA,55
32467506,NA,NA,NA,66,NA,55
32474525,NA,NA,NA,211.2,149.6,NA
32516947,57,38,47.5,NA,NA,NA
32530282,237.6,172.8,205.2,NA,NA,NA
32530620,NA,NA,NA,NA,44,55
32532582,NA,NA,94,NA,142.8,NA
32534869,176.64,125.12,150.88,NA,NA,NA
32538659,NA,40,50,NA,NA,NA
32547972,NA,NA,NA,NA,44,55
32548461,60,NA,NA,NA,42,NA
32552975,57,38,47.5,NA,79.8,98.7
32563017,NA,NA,NA,330,NA,275
32579453,60,NA,50,63,42,NA
32586395,NA,NA,NA,NA,44,NA
32591863,273,182,227.5,NA,210,262.5
32594884,145.08,100.44,122.76,NA,NA,NA
32600834,60,NA,50,NA,42,NA
32602604,300,NA,NA,NA,NA,262.5
32612106,NA,NA,NA,330,NA,NA
32614937,300,NA,250,277.2,NA,239.4
32615619,60,NA,50,163.8,NA,138.6
32621462,57,38,47.5,163.8,113.4,NA
32629831,105.28,71.44,88.36,110.54,75.01,92.78
32630453,300,NA,250,277.2,NA,NA
32646273,176.64,125.12,150.88,289.8,193.2,241.5
32653353,NA,NA,NA,275.88,200.64,238.26
32655542,60,NA,50,63,NA,NA
32663247,60,NA,50,NA,113.4,NA
32665602,60,NA,50,117.6,79.8,NA
32672302,NA,NA,132,NA,113.4,NA
32675224,NA,NA,NA,NA,44,55
32687801,NA,NA,NA,62.7,41.8,52.25
32695853,NA,NA,NA,62.7,41.8,52.25
32696388,176.64,125.12,150.88,NA,NA,NA
32699684,60,NA,NA,NA,NA,NA
32712766,NA,NA,NA,NA,NA,55
32714474,NA,NA,NA,66,44,NA
32719503,60,NA,50,NA,42,NA
32724655,NA,NA,NA,66,NA,55
32725530,NA,NA,NA,275.88,200.64,238.26
32726922,NA,NA,164,NA,201.6,NA
32734692,57,38,47.5,NA,NA,NA
32738982,NA,NA,NA,66,NA,55
32744350,57,38,47.5,155.61,107.73,131.67
32747542,264,NA,228,NA,201.6,239.4
32750234,264,NA,228,NA,201.6,NA
32751935,57,38,47.5,111.72,75.81,93.77
32759177,60,NA,NA,117.6,NA,NA
32804340,NA,NA,NA,NA,NA,180.4
32804855,60,NA,50,NA,42,52.5
32806679,NA,NA,NA,211.2,NA,180.4
32813033,NA,NA,NA,62.7,41.8,52.25
32837961,176.64,125.12,150.88,277.2,NA,239.4
32851762,NA,NA,50,NA,NA,NA
32854026,57,38,47.5,117.6,NA,98.7
32855594,NA,192,228,NA,NA,239.4
32872630,176.64,125.12,150.88,NA,NA,NA
32878592,57,38,47.5,NA,NA,NA
32889603,NA,NA,NA,62.7,41.8,52.25
32900567,145.08,100.44,122.76,152.33,105.46,128.9
32901381,60,NA,50,NA,113.4,138.6
32904451,192,136,NA,201.6,NA,NA
32917673,NA,NA,NA,62.7,41.8,52.25
32921208,145.08,100.44,122.76,163.8,NA,138.6
32923845,NA,NA,250,315,NA,NA
32931505,57,38,47.5,111.72,75.81,93.77
32931734,57,38,47.5,NA,NA,NA
32944739,60,40,NA,NA,NA,NA
32954340,300,NA,250,315,210,NA
32959049,NA,136,164,NA,NA,NA
32970400,156,NA,NA,NA,NA,NA
32977977,57,38,47.5,NA,NA,NA
32989974,NA,NA,250,NA,201.6,NA
33017447,60,40,NA,NA,NA,NA
33022947,57,38,47.5,163.8,113.4,NA
33024758,300,NA,250,NA,210,NA
33026476,60,NA,50,63,NA,NA
33026543,60,NA,50,NA,79.8,98.7
33029602,60,NA,50,163.8,NA,138.6
33038319,NA,192,228,NA,201.6,NA
33038700,237.6,172.8,205.2,277.2,NA,239.4
33039642,57,38,47.5,NA,113.4,138.6
33057164,57,38,47.5,163.8,NA,138.6
33101696,60,NA,50,117.6,79.8,NA
33105043,57,38,47.5,111.72,75.81,93.77
33110967,112,NA,94,NA,113.4,NA
33112814,NA,40,50,NA,NA,NA
33120855,NA,NA,50,NA,NA,NA
33121298,NA,NA,NA,66,44,NA
33124299,NA,136,164,201.6,NA,NA
33180887,192,NA,164,NA,210,262.5
33183082,105.28,71.44,88.36,153.97,106.6,130.28
33198870,NA,192,228,277.2,NA,239.4
33203280,237.6,172.8,205.2,249.48,181.44,215.46
33223578,264,192,NA,NA,201.6,NA
33233986,NA,NA,NA,NA,44,NA
33247350,NA,NA,NA,290.4,NA,250.8
33259642,57,38,47.5,155.61,107.73,131.67
33267899,57,38,47.5,59.85,39.9,49.88
33285255,NA,NA,NA,62.7,41.8,52.25
33295071,237.6,172.8,205.2,249.48,181.44,215.46
33307605,NA,NA,NA,NA,118.8,145.2
33319089,NA,NA,50,NA,79.8,NA
33321196,145.08,100.44,122.76,152.33,105.46,128.9
33326320,60,NA,50,63,NA,52.5
33334825,57,38,47.5,155.61,107.73,131.67
33377008,NA,NA,NA,NA,44,55
33381849,60,NA,50,117.6,NA,98.7
33385262,NA,NA,NA,66,44,NA
33394433,NA,NA,NA,NA,44,55
33397916,57,38,47.5,155.61,107.73,131.67
33407848,NA,NA,132,NA,NA,NA
33432382,60,NA,50,NA,42,NA
33457639,NA,NA,NA,62.7,41.8,52.25
33466059,NA,NA,NA,66,NA,55
33468360,57,38,47.5,NA,42,52.5
33472665,112,NA,NA,NA,79.8,NA
33472882,57,38,47.5,NA,NA,NA
33484869,57,38,47.5,163.8,NA,138.6
33487142,60,NA,50,163.8,113.4,NA
33499092,60,NA,NA,NA,NA,NA
33515087,60,NA,NA,NA,79.8,NA
33527995,NA,NA,NA,200.64,142.12,171.38
33535329,57,38,47.5,117.6,NA,98.7
33550914,NA,40,50,NA,NA,NA
33552142,NA,NA,NA,66,NA,55
33566168,NA,NA,NA,62.7,41.8,52.25
33567245,NA,40,50,NA,NA,NA
33568716,NA,192,228,NA,201.6,NA
33572247,264,NA,NA,NA,201.6,NA
33582830,60,NA,50,163.8,NA,NA
33599765,60,40,NA,NA,NA,NA
33608269,NA,108,132,NA,NA,NA
33626237,60,NA,NA,NA,NA,NA
33632172,60,NA,50,NA,42,52.5
33641597,NA,NA,NA,66,NA,NA
33642855,57,38,47.5,59.85,39.9,49.88
33647049,57,38,47.5,155.61,107.73,131.67
33668637,57,38,47.5,117.6,79.8,NA
33688518,237.6,172.8,205.2,277.2,NA,239.4
33692986,57,38,47.5,117.6,NA,98.7
33703279,NA,NA,NA,NA,NA,55
33710179,57,38,47.5,NA,NA,NA
33723766,NA,136,164,NA,210,NA
33733691,264,192,NA,277.2,201.6,NA
33750291,NA,NA,NA,117.04,79.42,98.23
33755502,156,NA,NA,NA,NA,NA
33760608,60,NA,NA,NA,NA,NA
33786335,NA,40,50,NA,NA,NA
33799809,57,38,47.5,117.6,79.8,NA
33802813,NA,108,132,315,NA,NA
33815350,NA,192,228,NA,NA,239.4
33815538,NA,NA,228,NA,201.6,NA
33819786,NA,NA,NA,NA,44,NA
33837421,NA,NA,NA,NA,44,55
33839146,NA,NA,NA,66,44,NA
33840013,NA,NA,NA,NA,NA,55
33867679,264,192,NA,277.2,NA,239.4
33868368,176.64,125.12,150.88,NA,NA,NA
33880878,57,38,47.5,NA,NA,NA
33895718,60,NA,50,63,NA,52.5
33910585,NA,NA,NA,NA,44,NA
33917360,NA,NA,NA,62.7,41.8,52.25
33920161,NA,NA,NA,62.7,41.8,52.25
33929194,NA,NA,NA,66,NA,55
33943108,NA,NA,NA,66,NA,55
33951423,60,NA,50,63,NA,52.5
33951604,264,NA,228,NA,201.6,NA
33954457,57,38,47.5,59.85,39.9,49.88
33956503,60,NA,50,117.6,79.8,NA
33976880,NA,40,50,NA,NA,NA
33979709,300,NA,NA,NA,210,NA
33981648,60,NA,50,63,NA,52.5
33999118,NA,200,250,NA,NA,239.4
34006019,NA,NA,164,NA,NA,172.2
34008193,112,NA,94,117.6,79.8,NA
34013105,60,NA,50,117.6,NA,98.7
34025809,NA,NA,NA,62.7,41.8,52.25
34040611,60,NA,50,117.6,79.8,NA
34041992,NA,NA,NA,NA,NA,250.8
34042381,60,40,NA,NA,NA,NA
34044351,NA,NA,NA,NA,NA,55
34069319,57,38,47.5,59.85,39.9,49.88
34077257,60,NA,NA,NA,NA,NA
34077645,105.28,71.44,88.36,110.54,75.01,92.78
34080852,237.6,172.8,205.2,249.48,181.44,215.46
34082393,57,38,47.5,117.6,79.8,NA
34093620,57,38,47.5,59.85,39.9,49.88
34095107,57,38,47.5,59.85,39.9,49.88
34112622,NA,NA,NA,123.2,NA,NA
34128911,57,38,47.5,163.8,113.4,NA
34154989,NA,192,228,NA,201.6,NA
34177667,NA,40,50,NA,NA,NA
34179330,NA,NA,NA,NA,NA,55
34186470,57,38,47.5,NA,113.4,138.6
34205750,NA,NA,NA,NA,44,55
34206796,57,38,47.5,163.8,NA,138.6
34213310,60,NA,50,63,NA,52.5
34214885,60,NA,50,NA,NA,98.7
34224143,NA,NA,NA,313.5,209,261.25
34224986,57,38,47.5,NA,NA,NA
34230311,145.08,100.44,122.76,152.33,105.46,128.9
34269418,57,38,47.5,59.85,39.9,49.88
34282641,60,NA,50,NA,79.8,98.7
34290470,112,NA,NA,NA,113.4,NA
34292384,60,NA,NA,NA,79.8,NA
34295714,237.6,172.8,205.2,249.48,181.44,215.46
34297789,NA,NA,NA,66,NA,NA
34300795,NA,NA,NA,275.88,200.64,238.26
34302927,60,NA,50,117.6,NA,98.7
34313020,60,NA,50,163.8,NA,NA
34325423,57,38,47.5,NA,42,52.5
34332779,57,38,47.5,NA,NA,NA
34334098,57,38,47.5,117.6,79.8,NA
34368284,145.08,100.44,122.76,163.8,NA,138.6
34405052,NA,NA,NA,NA,NA,275
34444968,NA,NA,NA,NA,44,NA
34446205,237.6,172.8,205.2,249.48,181.44,215.46
34476940,273,182,227.5,NA,210,262.5
34479294,57,38,47.5,111.72,75.81,93.77
34521619,57,38,47.5,NA,NA,NA
34541013,NA,NA,NA,62.7,41.8,52.25
34542521,60,NA,NA,117.6,NA,NA
34555353,60,40,NA,NA,NA,NA
34583341,57,38,47.5,111.72,75.81,93.77
34583538,105.28,71.44,88.36,NA,NA,NA
34606381,NA,NA,NA,NA,83.6,NA
34612109,300,NA,250,NA,201.6,NA
34619598,57,38,47.5,111.72,75.81,93.77
34631113,57,38,47.5,117.6,79.8,NA
34631951,105.28,71.44,88.36,NA,NA,NA
34633185,NA,NA,NA,NA,149.6,NA
34651290,112,NA,94,NA,79.8,98.7
34654797,NA,NA,NA,62.7,41.8,52.25
34659114,60,40,NA,NA,NA,NA
34661303,NA,NA,NA,62.7,41.8,52.25
34664429,NA,40,50,NA,NA,NA
34675442,57,38,47.5,63,42,NA
34690741,105.28,71.44,88.36,163.8,NA,138.6
34695261,57,38,47.5,63,42,NA
34702185,60,NA,50,63,42,NA
34723202,60,NA,50,NA,79.8,NA
34728066,57,38,47.5,163.8,NA,138.6
34729001,57,38,47.5,117.6,NA,98.7
34729239,57,38,47.5,155.61,107.73,131.67
34740177,176.64,125.12,150.88,185.47,131.38,158.42
34750129,264,NA,228,277.2,NA,NA
34750190,60,NA,50,NA,NA,138.6
34762408,156,NA,132,163.8,NA,NA
34783874,57,38,47.5,111.72,75.81,93.77
34798355,NA,NA,50,NA,113.4,NA
34817078,NA,76,94,NA,NA,NA
34827982,145.08,100.44,122.76,152.33,105.46,128.9
34846878,105.28,71.44,88.36,201.6,142.8,NA
34848811,NA,NA,NA,NA,NA,55
34850871,264,NA,228,277.2,NA,239.4
34852919,60,NA,50,63,42,NA
34858831,NA,NA,50,NA,NA,NA
34861350,NA,NA,50,NA,NA,NA
34874883,57,38,47.5,163.8,NA,138.6
34878211,NA,NA,NA,NA,44,NA
34884424,NA,108,132,315,NA,NA
34885074,60,NA,50,63,42,NA
34904144,NA,NA,NA,NA,44,NA
34914307,60,NA,50,63,NA,52.5
34919811,57,38,47.5,155.61,107.73,131.67
34936313,NA,NA,NA,NA,44,NA
34939252,57,38,47.5,117.6,79.8,NA
34948286,264,NA,228,277.2,NA,239.4
34964343,NA,NA,NA,62.7,41.8,52.25
34989314,NA,NA,NA,62.7,41.8,52.25
34995760,NA,NA,NA,171.6,NA,145.2
35005038,NA,NA,50,NA,113.4,NA
35005706,60,40,NA,NA,NA,NA
35020007,237.6,172.8,205.2,249.48,181.44,215.46
35045807,192,136,NA,277.2,NA,NA
35046518,NA,NA,NA,NA,44,55
35054521,60,NA,NA,NA,79.8,NA
35056604,57,38,47.5,155.61,107.73,131.67
35061436,57,38,47.5,NA,42,52.5
35061860,NA,NA,94,NA,NA,NA
35070133,273,182,227.5,252.25,183.46,217.85
35075328,300,NA,250,NA,201.6,NA
35077052,57,38,47.5,NA,NA,NA
35082505,NA,40,50,NA,NA,NA
35086682,112,NA,94,163.8,NA,NA
35087701,237.6,172.8,205.2,277.2,NA,239.4
35096171,57,38,47.5,111.72,75.81,93.77
35098756,NA,NA,228,NA,201.6,NA
35100512,57,38,47.5,NA,NA,NA
35125111,192,NA,164,201.6,NA,NA
35132189,264,192,NA,NA,201.6,239.4
35134080,57,38,47.5,111.72,75.81,93.77
35151831,NA,200,250,NA,NA,262.5
35156385,264,NA,228,NA,201.6,239.4
35159857,NA,NA,50,NA,113.4,NA
35162727,264,192,NA,277.2,NA,239.4
35182473,57,38,47.5,155.61,107.73,131.67
35187131,60,NA,50,NA,42,NA
35193618,NA,NA,NA,62.7,41.8,52.25
35196839,60,NA,50,117.6,NA,NA
35206250,176.64,125.12,150.88,289.8,193.2,241.5
35208469,176.64,125.12,150.88,201.6,NA,172.2
35210007,57,38,47.5,163.8,NA,138.6
35228658,60,NA,50,NA,79.8,NA
35236426,176.64,125.12,150.88,201.6,142.8,NA
35243220,105.28,71.44,88.36,153.97,106.6,130.28
35250385,NA,NA,NA,NA,44,NA
35252068,264,192,NA,277.2,201.6,NA
35258955,237.6,172.8,205.2,NA,201.6,239.4
35260550,57,38,47.5,59.85,39.9,49.88
35264082,NA,NA,NA,275.88,200.64,238.26
35268719,264,192,NA,NA,NA,239.4
35287069,NA,NA,NA,62.7,41.8,52.25
35303861,57,38,47.5,163.8,NA,138.6
35304044,NA,NA,NA,NA,44,NA
35314501,264,NA,NA,NA,NA,NA
35315906,NA,NA,NA,62.7,41.8,52.25
35325253,176.64,125.12,150.88,NA,142.8,172.2
35338835,NA,NA,NA,66,NA,55
35340058,237.6,172.8,205.2,277.2,NA,239.4
35345877,57,38,47.5,117.6,79.8,NA
35350919,264,NA,228,NA,NA,239.4
35372609,60,NA,50,163.8,NA,NA
35375385,237.6,172.8,205.2,277.2,NA,239.4
35382743,105.28,71.44,88.36,189.5,134.23,161.87
35397899,60,NA,50,NA,NA,52.5
35402277,NA,200,250,NA,NA,NA
35414208,264,192,NA,277.2,NA,239.4
35426178,NA,NA,NA,NA,44,NA
35447295,237.6,172.8,205.2,249.48,181.44,215.46
35463927,60,NA,50,163.8,NA,138.6
35466057,57,38,47.5,59.85,39.9,49.88
35481697,57,38,47.5,NA,NA,NA
35483998,NA,NA,94,201.6,NA,NA
35506798,60,NA,50,NA,NA,138.6
35514658,57,38,47.5,111.72,75.81,93.77
35514870,57,38,47.5,NA,NA,NA
35535767,57,38,47.5,63,NA,52.5
35540253,57,38,47.5,155.61,107.73,131.67
35554599,264,NA,NA,NA,201.6,NA
35556151,176.64,125.12,150.88,289.8,193.2,241.5
35558883,57,38,47.5,59.85,39.9,49.88
35561233,237.6,172.8,205.2,277.2,NA,239.4
35567599,60,NA,50,NA,113.4,NA
35577676,145.08,100.44,122.76,187.49,132.8,160.15
35586288,60,NA,50,117.6,NA,NA
35603061,264,NA,NA,277.2,NA,NA
35614835,57,38,47.5,63,42,NA
35665195,NA,NA,NA,211.2,NA,180.4
35677612,264,NA,228,277.2,NA,NA
35680508,NA,40,50,NA,NA,NA
35701982,NA,NA,NA,62.7,41.8,52.25
35713569,112,76,NA,NA,NA,NA
35713571,60,NA,NA,117.6,NA,NA
35717397,NA,NA,NA,NA,118.8,NA
35730938,NA,NA,NA,66,NA,55
35733410,300,200,NA,315,NA,262.5
35734760,NA,NA,NA,275.88,200.64,238.26
35741797,NA,200,250,NA,210,NA
35743321,237.6,172.8,205.2,277.2,NA,239.4
35747054,57,38,47.5,NA,NA,NA
35753951,273,182,227.5,286.65,191.1,238.88
35767402,264,NA,228,NA,201.6,NA
35768211,NA,NA,NA,NA,220,NA
35775352,145.08,100.44,122.76,187.49,132.8,160.15
35779454,57,38,47.5,59.85,39.9,49.88
35815733,57,38,47.5,59.85,39.9,49.88
35820374,NA,NA,NA,NA,NA,55
35844251,57,38,47.5,117.6,NA,98.7
35855334,NA,NA,NA,NA,44,55
35859955,NA,NA,NA,330,NA,NA
35868557,NA,NA,NA,NA,NA,55
35883999,57,38,47.5,163.8,NA,138.6
35898062,NA,NA,NA,117.04,79.42,98.23
35912824,57,38,47.5,155.61,107.73,131.67
35929600,NA,192,228,NA,201.6,NA
35938770,57,38,47.5,163.8,NA,138.6
35956993,NA,NA,50,NA,NA,52.5
35958462,60,NA,50,117.6,NA,98.7
35961603,NA,NA,NA,66,NA,55
35963383,57,38,47.5,59.85,39.9,49.88
35966181,192,NA,164,201.6,NA,172.2
35966831,57,38,47.5,117.6,79.8,NA
35970439,264,NA,NA,NA,NA,239.4
35983192,NA,NA,NA,66,44,NA
35993641,60,NA,50,NA,79.8,98.7
36006258,57,38,47.5,117.6,NA,98.7
36013790,NA,NA,NA,NA,NA,55
36025223,NA,NA,NA,62.7,41.8,52.25
36038517,NA,NA,NA,66,NA,55
36042131,192,NA,NA,NA,NA,NA
36056615,57,38,47.5,117.6,NA,98.7
36063545,60,NA,50,163.8,NA,138.6
36080672,264,NA,228,277.2,201.6,NA
36090707,57,38,47.5,59.85,39.9,49.88
36098330,NA,NA,228,NA,201.6,NA
36100888,237.6,172.8,205.2,249.48,181.44,215.46
36109167,NA,NA,NA,62.7,41.8,52.25
36118395,156,108,NA,NA,NA,NA
36125682,57,38,47.5,NA,NA,NA
36143052,264,192,NA,277.2,NA,NA
36156184,112,NA,94,NA,79.8,NA
36172737,NA,NA,228,NA,NA,239.4
36177558,60,NA,50,117.6,NA,NA
36179237,NA,NA,NA,62.7,41.8,52.25
36211240,NA,NA,NA,NA,118.8,NA
36218683,NA,NA,NA,NA,NA,103.4
36222084,105.28,71.44,88.36,153.97,106.6,130.28
36222086,57,38,47.5,117.6,79.8,NA
36244528,57,38,47.5,NA,NA,NA
36246307,NA,NA,NA,62.7,41.8,52.25
36254312,NA,NA,NA,275.88,200.64,238.26
36257066,NA,NA,NA,66,44,NA
36257771,NA,NA,50,NA,113.4,NA
36263028,237.6,172.8,205.2,249.48,181.44,215.46
36266588,105.28,71.44,88.36,NA,142.8,172.2
36299402,57,38,47.5,NA,NA,NA
36304329,NA,NA,NA,NA,44,NA
36312047,60,NA,50,63,42,NA
36315106,NA,NA,NA,275.88,200.64,238.26
36325370,NA,NA,NA,NA,44,NA
36331227,300,NA,NA,NA,NA,262.5
36334100,60,NA,50,NA,113.4,NA
36347216,57,38,47.5,NA,79.8,98.7
36353513,57,38,47.5,111.72,75.81,93.77
36373327,60,NA,NA,NA,NA,NA
36379303,NA,NA,94,NA,79.8,NA
36382450,60,NA,50,117.6,79.8,NA
36394334,NA,NA,NA,211.2,NA,NA
36401050,57,38,47.5,NA,NA,NA
36413780,300,NA,NA,NA,210,NA
36428592,57,38,47.5,163.8,113.4,NA
36438865,300,NA,NA,277.2,NA,NA
36443275,NA,NA,NA,275.88,200.64,238.26
36457707,237.6,172.8,205.2,277.2,NA,239.4
36467278,145.08,100.44,122.76,NA,NA,NA
36478565,60,NA,50,NA,NA,NA
36488175,57,38,47.5,111.72,75.81,93.77
36494843,60,40,NA,NA,NA,NA
36509205,57,38,47.5,117.6,NA,98.7
36524345,NA,NA,NA,290.4,NA,250.8
36525576,60,NA,50,117.6,NA,98.7
36531855,60,NA,50,NA,79.8,NA
36537104,NA,NA,NA,313.5,209,261.25
36542381,NA,NA,NA,62.7,41.8,52.25
36551515,60,NA,50,NA,NA,138.6
36551820,NA,NA,NA,275.88,200.64,238.26
36552825,60,NA,NA,NA,NA,NA
36553201,NA,NA,NA,66,NA,NA
36555414,57,38,47.5,111.72,75.81,93.77
36574083,NA,NA,NA,66,44,NA
36584668,60,NA,50,163.8,NA,138.6
36589845,192,NA,NA,277.2,NA,NA
36620470,57,38,47.5,NA,NA,NA
36625559,237.6,172.8,205.2,249.48,181.44,215.46
36630887,60,NA,NA,NA,79.8,NA
36636208,NA,NA,NA,62.7,41.8,52.25
36636264,57,38,47.5,NA,NA,NA
36637342,192,136,NA,NA,201.6,239.4
36639817,60,NA,50,NA,NA,138.6
36644698,NA,NA,NA,62.7,41.8,52.25
36652215,237.6,172.8,205.2,NA,201.6,239.4
36660402,NA,NA,NA,171.6,118.8,NA
36665016,105.28,71.44,88.36,189.5,134.23,161.87
36665873,57,38,47.5,117.6,79.8,NA
36679555,57,38,47.5,111.72,75.81,93.77
36686912,192,NA,164,277.2,201.6,NA
36705216,NA,NA,NA,62.7,41.8,52.25
36725910,57,38,47.5,59.85,39.9,49.88
36727764,60,40,NA,NA,NA,NA
36735164,57,38,47.5,63,NA,52.5
36738301,57,38,47.5,NA,79.8,98.7
36747258,NA,NA,NA,290.4,NA,250.8
36757467,145.08,100.44,122.76,NA,210,262.5
36759144,60,40,NA,NA,NA,NA
36763745,237.6,172.8,205.2,249.48,181.44,215.46
36765988,57,38,47.5,111.72,75.81,93.77
36770265,NA,NA,132,NA,NA,NA
36804319,57,38,47.5,163.8,NA,138.6
36805319,NA,NA,NA,NA,NA,55
36813274,60,NA,50,163.8,NA,138.6
36824584,NA,NA,NA,62.7,41.8,52.25
36837988,NA,NA,NA,NA,83.6,NA
36841454,NA,NA,NA,NA,220,NA
36847812,57,38,47.5,117.6,79.8,NA
36861816,60,NA,50,NA,NA,98.7
36864684,273,182,227.5,NA,NA,NA
36878207,60,NA,50,NA,42,NA
36878939,264,192,NA,NA,201.6,NA
36881867,NA,NA,NA,62.7,41.8,52.25
36897476,NA,NA,NA,275.88,200.64,238.26
36900073,57,38,47.5,NA,NA,NA
36922042,60,NA,50,63,NA,52.5
36923605,NA,NA,NA,62.7,41.8,52.25
36924129,57,38,47.5,117.6,79.8,NA
36930208,57,38,47.5,155.61,107.73,131.67
36931806,NA,NA,NA,66,44,NA
36934673,264,NA,228,277.2,NA,239.4
36937709,NA,NA,NA,66,44,NA
36939318,156,NA,NA,NA,NA,NA
36942683,NA,NA,NA,NA,NA,180.4
36948489,57,38,47.5,155.61,107.73,131.67
36962338,57,38,47.5,NA,79.8,98.7
36980381,192,NA,164,NA,NA,239.4
37011500,264,NA,228,277.2,NA,239.4
37011742,NA,NA,NA,62.7,41.8,52.25
37014316,57,38,47.5,NA,113.4,138.6
37018874,192,NA,164,315,210,NA
37033878,60,NA,50,163.8,NA,NA
37047491,NA,NA,164,NA,201.6,NA
37049077,NA,NA,NA,NA,211.2,250.8
37051985,237.6,172.8,205.2,277.2,NA,239.4
37063422,57,38,47.5,63,NA,52.5
37064377,NA,NA,NA,66,44,NA
37104817,NA,NA,NA,123.2,NA,NA
37108365,57,38,47.5,111.72,75.81,93.77
37118482,264,192,NA,277.2,NA,239.4
37118797,60,NA,50,163.8,NA,NA
37122469,237.6,172.8,205.2,249.48,181.44,215.46
