ACCT_ID,FIRST_YR_CUSTOMER,COUNTRY,ACCT_MGR_STATUS,ACCT_REVENUE_CAT,ACCT_EMPLOYEE_CAT,ACCT_TYPE
55905188,2016,BELGIUM,HEAD OF FUNCTION,$50-$100m,51 - 100 employees,Academic
55908813,2016,UNITED KINGDOM,MANAGER,Less than $20m,0 - 10 employees,Corporate
56052908,2016,UNITED STATES,BOARD DIRECTOR,Less than $20m,0 - 10 employees,Corporate
56063341,2016,UNITED KINGDOM,DIRECTOR OF FUNCTION,$1bn+,1001 - 5000 employees,Research
56111136,2016,FRANCE,DIRECTOR OF FUNCTION,$20-$50m,51 - 100 employees,Corporate
56143176,2016,UNITED STATES,BOARD DIRECTOR,$1bn+,5000+ employees,Corporate
56275215,2016,SPAIN,SENIOR MANAGER,$500m-$1bn,501 - 1000 employees,Research
56303090,2016,FRANCE,HEAD OF FUNCTION,Less than $20m,11 - 50 employees,Academic
56316188,2016,UNITED KINGDOM,BOARD DIRECTOR,$100-$500m,501 - 1000 employees,Research
56318516,2016,UNITED STATES,SENIOR MANAGER,$1bn+,1001 - 5000 employees,Academic
56353071,2016,UNITED STATES,HEAD OF FUNCTION,$100-$500m,100 - 500 employees,Academic
56520395,2016,FRANCE,BOARD DIRECTOR,$50-$100m,51 - 100 employees,Corporate
56639194,2016,UNITED KINGDOM,BOARD DIRECTOR,$20-$50m,11 - 50 employees,Research
56719171,2016,SPAIN,HEAD OF FUNCTION,$50-$100m,51 - 100 employees,Research
56733876,2016,UNITED STATES,SENIOR MANAGER,$20-$50m,11 - 50 employees,Academic
56761290,2016,IRELAND,DIRECTOR OF FUNCTION,$500m-$1bn,501 - 1000 employees,Research
56822664,2016,UNITED KINGDOM,MANAGER,$100-$500m,100 - 500 employees,Academic
56832625,2016,UNITED STATES,HEAD OF FUNCTION,$20-$50m,51 - 100 employees,Research
56846386,2016,SPAIN,HEAD OF FUNCTION,$50-$100m,100 - 500 employees,Academic
56850702,2016,NETHERLANDS,HEAD OF FUNCTION,$500m-$1bn,501 - 1000 employees,Corporate
56910920,2016,UNITED STATES,HEAD OF FUNCTION,$100-$500m,100 - 500 employees,Academic
56925010,2016,UNITED STATES,SENIOR MANAGER,$1bn+,1001 - 5000 employees,Research
56931159,2016,RUSSIA,BOARD DIRECTOR,Less than $20m,0 - 10 employees,Academic
56939637,2016,UNITED KINGDOM,DIRECTOR OF FUNCTION,Less than $20m,0 - 10 employees,Research
56958358,2016,GERMANY,DIRECTOR OF FUNCTION,$20-$50m,51 - 100 employees,Corporate
56983591,2016,NETHERLANDS,SENIOR MANAGER,Less than $20m,11 - 50 employees,Research
56989039,2016,RUSSIA,BOARD DIRECTOR,Less than $20m,11 - 50 employees,Academic
57132137,2016,SPAIN,HEAD OF FUNCTION,$500m-$1bn,501 - 1000 employees,Research
57180668,2016,UNITED STATES,BOARD DIRECTOR,$100-$500m,100 - 500 employees,Academic
57243221,2016,SPAIN,HEAD OF FUNCTION,$1bn+,5000+ employees,Corporate
57336228,2016,RUSSIA,BOARD DIRECTOR,Less than $20m,11 - 50 employees,Research
57346407,2016,UNITED KINGDOM,BOARD DIRECTOR,$50-$100m,100 - 500 employees,Research
57364658,2016,SPAIN,MANAGER,Less than $20m,0 - 10 employees,Research
57365189,2016,UNITED KINGDOM,BOARD DIRECTOR,$500m-$1bn,501 - 1000 employees,Research
57407988,2016,UNITED STATES,HEAD OF FUNCTION,Less than $20m,0 - 10 employees,Academic
57465923,2016,UNITED KINGDOM,MANAGER,$1bn+,5000+ employees,Corporate
57467142,2016,UNITED STATES,SENIOR MANAGER,$50-$100m,51 - 100 employees,Corporate
57504814,2016,UNITED STATES,DIRECTOR OF FUNCTION,$50-$100m,51 - 100 employees,Research
57566607,2016,BELGIUM,SENIOR MANAGER,$500m-$1bn,1001 - 5000 employees,Research
57647512,2016,SPAIN,HEAD OF FUNCTION,Less than $20m,11 - 50 employees,Corporate
57782839,2016,UNITED STATES,HEAD OF FUNCTION,Less than $20m,11 - 50 employees,Academic
57792765,2016,RUSSIA,DIRECTOR OF FUNCTION,$20-$50m,11 - 50 employees,Research
57792815,2016,GERMANY,MANAGER,$1bn+,5000+ employees,Corporate
57812746,2016,GERMANY,MANAGER,Less than $20m,11 - 50 employees,Academic
57825639,2016,UNITED STATES,HEAD OF FUNCTION,$50-$100m,100 - 500 employees,Corporate
57830725,2016,GERMANY,MANAGER,Less than $20m,0 - 10 employees,Research
57870834,2016,BELGIUM,BOARD DIRECTOR,$100-$500m,100 - 500 employees,Corporate
57876418,2016,FRANCE,MANAGER,$500m-$1bn,501 - 1000 employees,Academic
57956748,2016,GERMANY,MANAGER,$20-$50m,51 - 100 employees,Research
58009051,2016,FRANCE,DIRECTOR OF FUNCTION,Less than $20m,0 - 10 employees,Research
58194032,2016,NETHERLANDS,MANAGER,$20-$50m,11 - 50 employees,Academic
58238728,2016,UNITED STATES,SENIOR MANAGER,$50-$100m,51 - 100 employees,Corporate
58259018,2016,RUSSIA,MANAGER,Less than $20m,11 - 50 employees,Academic
58285312,2016,RUSSIA,SENIOR MANAGER,$1bn+,5000+ employees,Corporate
58363423,2016,BELGIUM,DIRECTOR OF FUNCTION,Less than $20m,11 - 50 employees,Corporate
58406222,2016,BELGIUM,DIRECTOR OF FUNCTION,$20-$50m,51 - 100 employees,Research
58449125,2016,UNITED KINGDOM,SENIOR MANAGER,Less than $20m,11 - 50 employees,Corporate
58529391,2016,SPAIN,BOARD DIRECTOR,$500m-$1bn,1001 - 5000 employees,Academic
58628234,2016,NETHERLANDS,BOARD DIRECTOR,$500m-$1bn,501 - 1000 employees,Academic
58633599,2016,RUSSIA,BOARD DIRECTOR,$500m-$1bn,501 - 1000 employees,Research
58634273,2016,IRELAND,DIRECTOR OF FUNCTION,$20-$50m,11 - 50 employees,Academic
58649082,2016,FRANCE,SENIOR MANAGER,Less than $20m,11 - 50 employees,Research
58649573,2016,GERMANY,SENIOR MANAGER,$50-$100m,51 - 100 employees,Corporate
58722882,2016,UNITED STATES,SENIOR MANAGER,$20-$50m,51 - 100 employees,Academic
58758571,2016,NETHERLANDS,MANAGER,$100-$500m,501 - 1000 employees,Corporate
58787244,2016,SPAIN,BOARD DIRECTOR,$1bn+,5000+ employees,Corporate
58787967,2016,NETHERLANDS,BOARD DIRECTOR,$100-$500m,100 - 500 employees,Corporate
58791645,2016,GERMANY,BOARD DIRECTOR,Less than $20m,0 - 10 employees,Academic
58816420,2016,SPAIN,BOARD DIRECTOR,$50-$100m,100 - 500 employees,Academic
58921040,2016,NETHERLANDS,DIRECTOR OF FUNCTION,$100-$500m,100 - 500 employees,Corporate
58922406,2016,SPAIN,HEAD OF FUNCTION,$500m-$1bn,501 - 1000 employees,Academic
58944967,2016,UNITED STATES,SENIOR MANAGER,$500m-$1bn,501 - 1000 employees,Corporate
58985702,2016,UNITED KINGDOM,SENIOR MANAGER,$100-$500m,100 - 500 employees,Academic
58990748,2016,GERMANY,SENIOR MANAGER,$50-$100m,100 - 500 employees,Corporate
59017230,2016,NETHERLANDS,MANAGER,$1bn+,5000+ employees,Corporate
59035388,2016,UNITED STATES,HEAD OF FUNCTION,Less than $20m,11 - 50 employees,Research
59080507,2016,RUSSIA,DIRECTOR OF FUNCTION,Less than $20m,0 - 10 employees,Research
59084159,2016,IRELAND,MANAGER,Less than $20m,11 - 50 employees,Academic
59164784,2016,NETHERLANDS,SENIOR MANAGER,$50-$100m,100 - 500 employees,Corporate
59243327,2016,UNITED STATES,MANAGER,Less than $20m,0 - 10 employees,Corporate
59272852,2016,BELGIUM,MANAGER,$20-$50m,11 - 50 employees,Academic
59323444,2016,UNITED KINGDOM,BOARD DIRECTOR,$1bn+,5000+ employees,Academic
59331259,2016,BELGIUM,BOARD DIRECTOR,Less than $20m,11 - 50 employees,Academic
59406846,2016,IRELAND,DIRECTOR OF FUNCTION,$500m-$1bn,501 - 1000 employees,Research
59428129,2016,UNITED STATES,DIRECTOR OF FUNCTION,$500m-$1bn,1001 - 5000 employees,Research
59439200,2016,UNITED STATES,BOARD DIRECTOR,Less than $20m,11 - 50 employees,Research
59521553,2016,GERMANY,BOARD DIRECTOR,$100-$500m,100 - 500 employees,Research
59526348,2016,GERMANY,BOARD DIRECTOR,Less than $20m,11 - 50 employees,Research
59534494,2016,UNITED STATES,SENIOR MANAGER,$20-$50m,11 - 50 employees,Academic
59552765,2016,FRANCE,MANAGER,$20-$50m,51 - 100 employees,Research
59603472,2016,SPAIN,DIRECTOR OF FUNCTION,$20-$50m,51 - 100 employees,Research
59623507,2016,GERMANY,BOARD DIRECTOR,Less than $20m,0 - 10 employees,Corporate
59682744,2016,UNITED STATES,SENIOR MANAGER,$1bn+,1001 - 5000 employees,Corporate
59689993,2016,BELGIUM,SENIOR MANAGER,$100-$500m,501 - 1000 employees,Corporate
59727720,2016,UNITED STATES,MANAGER,$500m-$1bn,1001 - 5000 employees,Corporate
59797595,2016,NETHERLANDS,MANAGER,Less than $20m,0 - 10 employees,Research
59883928,2016,UNITED STATES,BOARD DIRECTOR,$500m-$1bn,501 - 1000 employees,Corporate
59941203,2016,UNITED STATES,DIRECTOR OF FUNCTION,$20-$50m,51 - 100 employees,Corporate
59990081,2016,GERMANY,BOARD DIRECTOR,$500m-$1bn,1001 - 5000 employees,Corporate
60012081,2016,RUSSIA,BOARD DIRECTOR,$1bn+,1001 - 5000 employees,Research
60060601,2016,UNITED STATES,HEAD OF FUNCTION,Less than $20m,0 - 10 employees,Research
60068045,2016,FRANCE,HEAD OF FUNCTION,$50-$100m,100 - 500 employees,Corporate
60105427,2016,RUSSIA,DIRECTOR OF FUNCTION,$100-$500m,501 - 1000 employees,Research
60117970,2016,UNITED STATES,BOARD DIRECTOR,Less than $20m,11 - 50 employees,Corporate
60134443,2016,RUSSIA,HEAD OF FUNCTION,$1bn+,1001 - 5000 employees,Corporate
60137609,2016,SPAIN,DIRECTOR OF FUNCTION,$100-$500m,100 - 500 employees,Corporate
60164111,2016,UNITED KINGDOM,HEAD OF FUNCTION,$100-$500m,501 - 1000 employees,Academic
60191918,2016,GERMANY,BOARD DIRECTOR,Less than $20m,11 - 50 employees,Research
60193479,2016,SPAIN,SENIOR MANAGER,$50-$100m,100 - 500 employees,Research
60265063,2016,GERMANY,DIRECTOR OF FUNCTION,$1bn+,1001 - 5000 employees,Academic
60278693,2016,NETHERLANDS,MANAGER,Less than $20m,11 - 50 employees,Corporate
60380473,2016,IRELAND,BOARD DIRECTOR,$500m-$1bn,501 - 1000 employees,Academic
60393481,2016,SPAIN,DIRECTOR OF FUNCTION,$100-$500m,100 - 500 employees,Academic
60436023,2016,GERMANY,SENIOR MANAGER,Less than $20m,11 - 50 employees,Research
60544333,2016,BELGIUM,MANAGER,$50-$100m,51 - 100 employees,Academic
60569442,2016,UNITED STATES,SENIOR MANAGER,$20-$50m,11 - 50 employees,Academic
60629166,2016,UNITED STATES,DIRECTOR OF FUNCTION,$100-$500m,501 - 1000 employees,Corporate
60637987,2016,UNITED STATES,DIRECTOR OF FUNCTION,$1bn+,5000+ employees,Academic
60752102,2016,IRELAND,DIRECTOR OF FUNCTION,$100-$500m,501 - 1000 employees,Academic
60796071,2016,IRELAND,MANAGER,$50-$100m,100 - 500 employees,Research
60801802,2016,FRANCE,SENIOR MANAGER,Less than $20m,11 - 50 employees,Research
60872012,2016,FRANCE,SENIOR MANAGER,$20-$50m,11 - 50 employees,Research
61040089,2016,GERMANY,BOARD DIRECTOR,$50-$100m,100 - 500 employees,Academic
61090201,2016,SPAIN,DIRECTOR OF FUNCTION,$20-$50m,11 - 50 employees,Academic
61182159,2016,UNITED STATES,DIRECTOR OF FUNCTION,$500m-$1bn,1001 - 5000 employees,Academic
61195879,2016,UNITED STATES,MANAGER,$100-$500m,100 - 500 employees,Corporate
61196768,2016,RUSSIA,SENIOR MANAGER,$100-$500m,501 - 1000 employees,Academic
61197474,2016,GERMANY,HEAD OF FUNCTION,Less than $20m,11 - 50 employees,Academic
61210102,2016,SPAIN,BOARD DIRECTOR,$50-$100m,100 - 500 employees,Research
61219287,2016,UNITED KINGDOM,HEAD OF FUNCTION,$20-$50m,11 - 50 employees,Corporate
61248143,2016,UNITED STATES,DIRECTOR OF FUNCTION,$1bn+,5000+ employees,Academic
61287126,2016,FRANCE,HEAD OF FUNCTION,$50-$100m,51 - 100 employees,Research
61324969,2016,UNITED STATES,BOARD DIRECTOR,Less than $20m,0 - 10 employees,Research
61345327,2016,IRELAND,BOARD DIRECTOR,$50-$100m,100 - 500 employees,Research
61463545,2016,RUSSIA,DIRECTOR OF FUNCTION,$20-$50m,51 - 100 employees,Academic
61506080,2016,SPAIN,BOARD DIRECTOR,Less than $20m,11 - 50 employees,Academic
61583196,2016,UNITED STATES,BOARD DIRECTOR,Less than $20m,11 - 50 employees,Academic
61677563,2016,FRANCE,HEAD OF FUNCTION,$1bn+,1001 - 5000 employees,Research
61690451,2016,GERMANY,BOARD DIRECTOR,Less than $20m,11 - 50 employees,Corporate
61718312,2016,NETHERLANDS,DIRECTOR OF FUNCTION,$50-$100m,51 - 100 employees,Corporate
61734631,2016,SPAIN,DIRECTOR OF FUNCTION,$50-$100m,100 - 500 employees,Research
61776503,2016,SPAIN,HEAD OF FUNCTION,Less than $20m,11 - 50 employees,Academic
61808134,2016,UNITED KINGDOM,HEAD OF FUNCTION,$20-$50m,51 - 100 employees,Corporate
61816654,2016,UNITED STATES,BOARD DIRECTOR,$20-$50m,11 - 50 employees,Corporate
61871003,2016,GERMANY,BOARD DIRECTOR,$20-$50m,51 - 100 employees,Research
61911619,2016,UNITED KINGDOM,HEAD OF FUNCTION,$500m-$1bn,501 - 1000 employees,Academic
61920010,2016,SPAIN,BOARD DIRECTOR,$1bn+,1001 - 5000 employees,Corporate
61922042,2016,RUSSIA,HEAD OF FUNCTION,$1bn+,5000+ employees,Corporate
62048945,2016,NETHERLANDS,HEAD OF FUNCTION,$20-$50m,51 - 100 employees,Research
62056247,2016,NETHERLANDS,HEAD OF FUNCTION,$20-$50m,51 - 100 employees,Research
62076336,2016,FRANCE,DIRECTOR OF FUNCTION,$100-$500m,100 - 500 employees,Research
62078190,2016,FRANCE,SENIOR MANAGER,Less than $20m,11 - 50 employees,Academic
62079183,2016,RUSSIA,DIRECTOR OF FUNCTION,$20-$50m,51 - 100 employees,Corporate
62086224,2016,GERMANY,BOARD DIRECTOR,$20-$50m,51 - 100 employees,Corporate
62099278,2016,FRANCE,HEAD OF FUNCTION,Less than $20m,11 - 50 employees,Academic
62147394,2016,FRANCE,BOARD DIRECTOR,Less than $20m,11 - 50 employees,Research
62156611,2016,NETHERLANDS,HEAD OF FUNCTION,$20-$50m,51 - 100 employees,Academic
62174504,2016,UNITED KINGDOM,MANAGER,$1bn+,5000+ employees,Research
62179671,2016,UNITED STATES,BOARD DIRECTOR,$50-$100m,51 - 100 employees,Corporate
62183835,2016,UNITED STATES,SENIOR MANAGER,$100-$500m,501 - 1000 employees,Research
62211422,2016,UNITED KINGDOM,SENIOR MANAGER,$100-$500m,100 - 500 employees,Academic
62225369,2016,RUSSIA,MANAGER,$20-$50m,11 - 50 employees,Corporate
62229652,2016,SPAIN,HEAD OF FUNCTION,$100-$500m,100 - 500 employees,Research
62259033,2016,NETHERLANDS,DIRECTOR OF FUNCTION,$500m-$1bn,1001 - 5000 employees,Corporate
62269266,2016,IRELAND,DIRECTOR OF FUNCTION,$500m-$1bn,1001 - 5000 employees,Research
62269317,2016,SPAIN,SENIOR MANAGER,$500m-$1bn,1001 - 5000 employees,Research
62341685,2016,NETHERLANDS,BOARD DIRECTOR,$50-$100m,100 - 500 employees,Research
62369086,2016,FRANCE,SENIOR MANAGER,$50-$100m,100 - 500 employees,Research
62379437,2016,GERMANY,BOARD DIRECTOR,$50-$100m,51 - 100 employees,Academic
62412584,2016,UNITED STATES,MANAGER,$500m-$1bn,501 - 1000 employees,Academic
62424039,2016,FRANCE,SENIOR MANAGER,$1bn+,1001 - 5000 employees,Research
62424258,2016,UNITED KINGDOM,SENIOR MANAGER,$20-$50m,11 - 50 employees,Academic
62555260,2016,SPAIN,MANAGER,$20-$50m,51 - 100 employees,Corporate
62559298,2016,UNITED STATES,SENIOR MANAGER,$1bn+,5000+ employees,Research
62575800,2016,SPAIN,DIRECTOR OF FUNCTION,Less than $20m,11 - 50 employees,Corporate
62628286,2016,UNITED STATES,DIRECTOR OF FUNCTION,$20-$50m,51 - 100 employees,Academic
62661237,2016,UNITED STATES,BOARD DIRECTOR,$100-$500m,100 - 500 employees,Research
62670785,2016,FRANCE,DIRECTOR OF FUNCTION,$500m-$1bn,1001 - 5000 employees,Academic
62698709,2016,SPAIN,MANAGER,$20-$50m,11 - 50 employees,Academic
62750698,2016,GERMANY,BOARD DIRECTOR,$20-$50m,51 - 100 employees,Research
62851223,2016,UNITED STATES,MANAGER,$20-$50m,51 - 100 employees,Research
62923443,2016,UNITED KINGDOM,MANAGER,$100-$500m,100 - 500 employees,Academic
62933691,2016,UNITED STATES,SENIOR MANAGER,$100-$500m,501 - 1000 employees,Corporate
63046279,2016,GERMANY,HEAD OF FUNCTION,$50-$100m,100 - 500 employees,Research
63052528,2016,NETHERLANDS,HEAD OF FUNCTION,$1bn+,1001 - 5000 employees,Research
63056794,2016,GERMANY,HEAD OF FUNCTION,$100-$500m,501 - 1000 employees,Corporate
63076288,2016,SPAIN,MANAGER,$100-$500m,100 - 500 employees,Corporate
63108677,2016,FRANCE,BOARD DIRECTOR,Less than $20m,11 - 50 employees,Corporate
63116789,2016,UNITED STATES,SENIOR MANAGER,$100-$500m,501 - 1000 employees,Corporate
63118870,2016,RUSSIA,HEAD OF FUNCTION,$20-$50m,11 - 50 employees,Academic
63130536,2016,RUSSIA,MANAGER,Less than $20m,0 - 10 employees,Academic
63146614,2016,UNITED STATES,MANAGER,$500m-$1bn,1001 - 5000 employees,Research
63161960,2016,NETHERLANDS,DIRECTOR OF FUNCTION,$100-$500m,501 - 1000 employees,Corporate
63165314,2016,SPAIN,DIRECTOR OF FUNCTION,$20-$50m,51 - 100 employees,Corporate
63169166,2016,RUSSIA,MANAGER,$20-$50m,51 - 100 employees,Academic
63190955,2016,NETHERLANDS,SENIOR MANAGER,$20-$50m,11 - 50 employees,Academic
63200205,2016,NETHERLANDS,BOARD DIRECTOR,$500m-$1bn,501 - 1000 employees,Research
63253391,2016,SPAIN,SENIOR MANAGER,$20-$50m,11 - 50 employees,Research
63271907,2016,UNITED KINGDOM,MANAGER,$20-$50m,11 - 50 employees,Research
63322230,2016,NETHERLANDS,HEAD OF FUNCTION,Less than $20m,0 - 10 employees,Corporate
63336618,2016,UNITED STATES,HEAD OF FUNCTION,$100-$500m,100 - 500 employees,Research
63344796,2016,SPAIN,MANAGER,$50-$100m,51 - 100 employees,Corporate
63360492,2016,SPAIN,MANAGER,$50-$100m,100 - 500 employees,Corporate
63379092,2016,IRELAND,MANAGER,Less than $20m,11 - 50 employees,Research
63395797,2016,UNITED KINGDOM,SENIOR MANAGER,Less than $20m,0 - 10 employees,Corporate
63404775,2016,UNITED KINGDOM,HEAD OF FUNCTION,Less than $20m,11 - 50 employees,Research
63442392,2016,NETHERLANDS,DIRECTOR OF FUNCTION,$100-$500m,501 - 1000 employees,Corporate
63509759,2016,FRANCE,HEAD OF FUNCTION,Less than $20m,0 - 10 employees,Academic
63514258,2016,RUSSIA,HEAD OF FUNCTION,Less than $20m,0 - 10 employees,Corporate
63662377,2016,SPAIN,HEAD OF FUNCTION,$50-$100m,51 - 100 employees,Corporate
63713665,2016,GERMANY,MANAGER,$1bn+,1001 - 5000 employees,Research
63739280,2016,UNITED KINGDOM,MANAGER,$500m-$1bn,1001 - 5000 employees,Corporate
63768405,2016,BELGIUM,SENIOR MANAGER,$100-$500m,501 - 1000 employees,Research
63943465,2016,BELGIUM,DIRECTOR OF FUNCTION,$100-$500m,100 - 500 employees,Corporate
63959491,2016,GERMANY,SENIOR MANAGER,$20-$50m,11 - 50 employees,Academic
63965789,2016,SPAIN,MANAGER,$1bn+,5000+ employees,Research
63989374,2016,UNITED STATES,SENIOR MANAGER,$1bn+,1001 - 5000 employees,Corporate
63995777,2016,UNITED KINGDOM,BOARD DIRECTOR,$500m-$1bn,501 - 1000 employees,Academic
63997415,2016,GERMANY,BOARD DIRECTOR,Less than $20m,11 - 50 employees,Academic
64099166,2016,SPAIN,BOARD DIRECTOR,$100-$500m,501 - 1000 employees,Academic
64103323,2016,NETHERLANDS,SENIOR MANAGER,$500m-$1bn,1001 - 5000 employees,Research
64111541,2016,SPAIN,SENIOR MANAGER,$500m-$1bn,501 - 1000 employees,Research
64117634,2016,UNITED KINGDOM,MANAGER,$50-$100m,100 - 500 employees,Academic
64214446,2016,GERMANY,SENIOR MANAGER,$50-$100m,100 - 500 employees,Corporate
64248179,2016,IRELAND,DIRECTOR OF FUNCTION,$20-$50m,11 - 50 employees,Academic
64310250,2016,UNITED STATES,DIRECTOR OF FUNCTION,Less than $20m,11 - 50 employees,Corporate
64369501,2016,RUSSIA,BOARD DIRECTOR,$20-$50m,51 - 100 employees,Research
64451554,2016,SPAIN,HEAD OF FUNCTION,$100-$500m,100 - 500 employees,Research
64559869,2016,UNITED KINGDOM,BOARD DIRECTOR,Less than $20m,0 - 10 employees,Corporate
64579098,2016,SPAIN,BOARD DIRECTOR,$50-$100m,100 - 500 employees,Research
64613673,2016,UNITED STATES,HEAD OF FUNCTION,$1bn+,1001 - 5000 employees,Research
64647240,2016,RUSSIA,DIRECTOR OF FUNCTION,Less than $20m,11 - 50 employees,Academic
64667822,2016,UNITED STATES,MANAGER,Less than $20m,0 - 10 employees,Academic
64769104,2016,UNITED KINGDOM,BOARD DIRECTOR,$500m-$1bn,501 - 1000 employees,Research
64789571,2016,UNITED STATES,HEAD OF FUNCTION,$50-$100m,100 - 500 employees,Corporate
64794499,2016,SPAIN,SENIOR MANAGER,Less than $20m,11 - 50 employees,Academic
64811537,2016,SPAIN,BOARD DIRECTOR,$20-$50m,11 - 50 employees,Academic
64870425,2016,SPAIN,BOARD DIRECTOR,$1bn+,1001 - 5000 employees,Academic
64911664,2016,BELGIUM,BOARD DIRECTOR,$20-$50m,11 - 50 employees,Academic
64929316,2016,UNITED STATES,DIRECTOR OF FUNCTION,$50-$100m,51 - 100 employees,Corporate
64940687,2016,UNITED STATES,DIRECTOR OF FUNCTION,$500m-$1bn,1001 - 5000 employees,Corporate
65082773,2016,UNITED KINGDOM,BOARD DIRECTOR,$50-$100m,51 - 100 employees,Academic
65147705,2016,RUSSIA,DIRECTOR OF FUNCTION,$50-$100m,51 - 100 employees,Academic
65151505,2016,NETHERLANDS,BOARD DIRECTOR,$50-$100m,100 - 500 employees,Corporate
65162576,2016,GERMANY,BOARD DIRECTOR,$500m-$1bn,1001 - 5000 employees,Corporate
65177110,2016,UNITED KINGDOM,MANAGER,$20-$50m,51 - 100 employees,Corporate
65339013,2016,UNITED STATES,MANAGER,Less than $20m,0 - 10 employees,Corporate
65510079,2016,BELGIUM,BOARD DIRECTOR,$1bn+,1001 - 5000 employees,Academic
65523514,2016,GERMANY,MANAGER,Less than $20m,11 - 50 employees,Corporate
65540423,2016,UNITED STATES,BOARD DIRECTOR,$500m-$1bn,1001 - 5000 employees,Corporate
65552870,2016,RUSSIA,MANAGER,$50-$100m,51 - 100 employees,Research
65567169,2016,FRANCE,HEAD OF FUNCTION,$20-$50m,51 - 100 employees,Academic
65574116,2016,UNITED KINGDOM,HEAD OF FUNCTION,Less than $20m,0 - 10 employees,Research
65602866,2016,GERMANY,SENIOR MANAGER,$500m-$1bn,1001 - 5000 employees,Corporate
65663828,2016,FRANCE,MANAGER,Less than $20m,11 - 50 employees,Corporate
65667335,2016,UNITED STATES,DIRECTOR OF FUNCTION,$1bn+,1001 - 5000 employees,Corporate
65751144,2016,SPAIN,DIRECTOR OF FUNCTION,$1bn+,5000+ employees,Academic
65782430,2016,NETHERLANDS,MANAGER,$500m-$1bn,1001 - 5000 employees,Research
65833863,2016,UNITED STATES,SENIOR MANAGER,$500m-$1bn,501 - 1000 employees,Research
65894123,2016,RUSSIA,HEAD OF FUNCTION,$50-$100m,100 - 500 employees,Research
65926020,2016,BELGIUM,SENIOR MANAGER,$20-$50m,11 - 50 employees,Academic
65945361,2016,UNITED STATES,MANAGER,$500m-$1bn,1001 - 5000 employees,Corporate
66010835,2016,GERMANY,HEAD OF FUNCTION,Less than $20m,0 - 10 employees,Academic
66039397,2016,SPAIN,HEAD OF FUNCTION,Less than $20m,0 - 10 employees,Academic
66066613,2016,NETHERLANDS,MANAGER,Less than $20m,0 - 10 employees,Academic
66157136,2016,NETHERLANDS,DIRECTOR OF FUNCTION,$100-$500m,501 - 1000 employees,Corporate
66161731,2016,GERMANY,MANAGER,$50-$100m,100 - 500 employees,Research
66169091,2016,FRANCE,SENIOR MANAGER,$100-$500m,501 - 1000 employees,Research
66195070,2016,UNITED STATES,SENIOR MANAGER,Less than $20m,0 - 10 employees,Academic
66225244,2016,BELGIUM,HEAD OF FUNCTION,$500m-$1bn,501 - 1000 employees,Corporate
66261498,2016,FRANCE,MANAGER,$50-$100m,51 - 100 employees,Corporate
66302119,2016,UNITED STATES,HEAD OF FUNCTION,$1bn+,5000+ employees,Academic
66308863,2016,UNITED STATES,SENIOR MANAGER,$500m-$1bn,1001 - 5000 employees,Research
66313168,2016,UNITED KINGDOM,DIRECTOR OF FUNCTION,Less than $20m,0 - 10 employees,Research
66343462,2016,UNITED STATES,BOARD DIRECTOR,$100-$500m,100 - 500 employees,Academic
66422325,2016,FRANCE,BOARD DIRECTOR,$20-$50m,51 - 100 employees,Academic
66436753,2016,UNITED STATES,SENIOR MANAGER,$500m-$1bn,1001 - 5000 employees,Academic
66457150,2016,SPAIN,HEAD OF FUNCTION,$1bn+,5000+ employees,Academic
66515500,2016,SPAIN,BOARD DIRECTOR,$50-$100m,100 - 500 employees,Academic
66557564,2016,FRANCE,DIRECTOR OF FUNCTION,$500m-$1bn,501 - 1000 employees,Academic
66684000,2016,GERMANY,MANAGER,$500m-$1bn,1001 - 5000 employees,Research
66692996,2016,UNITED KINGDOM,SENIOR MANAGER,Less than $20m,0 - 10 employees,Corporate
66723806,2016,GERMANY,MANAGER,$50-$100m,51 - 100 employees,Academic
66728874,2016,RUSSIA,DIRECTOR OF FUNCTION,$20-$50m,11 - 50 employees,Research
66747427,2016,SPAIN,SENIOR MANAGER,$100-$500m,501 - 1000 employees,Corporate
66759311,2016,UNITED STATES,MANAGER,$100-$500m,100 - 500 employees,Academic
66760683,2016,NETHERLANDS,SENIOR MANAGER,$500m-$1bn,1001 - 5000 employees,Corporate
66763258,2016,GERMANY,SENIOR MANAGER,$500m-$1bn,1001 - 5000 employees,Corporate
66771585,2016,RUSSIA,SENIOR MANAGER,$100-$500m,501 - 1000 employees,Research
66801088,2016,UNITED KINGDOM,BOARD DIRECTOR,$100-$500m,501 - 1000 employees,Corporate
66809868,2016,GERMANY,BOARD DIRECTOR,$500m-$1bn,1001 - 5000 employees,Research
66847760,2016,UNITED STATES,SENIOR MANAGER,$1bn+,1001 - 5000 employees,Research
66926746,2016,IRELAND,DIRECTOR OF FUNCTION,$20-$50m,51 - 100 employees,Corporate
67047747,2016,NETHERLANDS,MANAGER,Less than $20m,11 - 50 employees,Academic
67073953,2016,GERMANY,SENIOR MANAGER,$20-$50m,51 - 100 employees,Academic
67077014,2016,GERMANY,MANAGER,$20-$50m,11 - 50 employees,Corporate
67207706,2016,FRANCE,SENIOR MANAGER,$20-$50m,11 - 50 employees,Research
67221624,2016,UNITED STATES,MANAGER,$50-$100m,100 - 500 employees,Research
67295663,2016,FRANCE,MANAGER,$100-$500m,501 - 1000 employees,Corporate
